Enquete;Tire;xDeb;nbMots;Tour de parole
Nawal7_220618.TextGrid;Youssef;3006.21;17;Mécano@s serveur je peux faire n'importe quoi fin@s franchement je peux retourner dans n'importe quoi.;
Nawal7_220618.TextGrid;Youssef;3011.66;16;Tant que je travaille je peux parce que je peux pas rester sans rien faire aussi.;
Nawal7_220618.TextGrid;Youssef;3016.82;1;Ouais.;
Nawal7_220618.TextGrid;Youssef;3028.76;2;Six ans .;
Nawal7_220618.TextGrid;Youssef;3048.66;49;Ben ça te tracasse parce que tu te lèves par habitude parce que tu tu es réglée c'est le corps humain il s'est réglé il a pris l'habitude de te lever tu te levais à sept heures pour aller à huit heures et demi au travail.;
Nawal7_220618.TextGrid;Youssef;3060.71;21;Et ben t- même si tu travailles pas tu vas être habituée à te lever à à sept heures du matin.;
Nawal7_220618.TextGrid;Youssef;3068.62;11;Tu es habituée à te lever à sept heures du matin.;
Nawal7_220618.TextGrid;Youssef;3071.46;9;Ça me le fait moi ça me le fait.;
Nawal7_220618.TextGrid;Youssef;3076.03;20;Nan mais je me levais nan Planet Sushi je commençais à dix heures donc je me levais à huit heures.;
Nawal7_220618.TextGrid;Youssef;3082.16;17;Je xxxx à huit heures tranquillement j'allais faire mon tour je prenais mon café au McDo@s.;
Nawal7_220618.TextGrid;Youssef;3089.62;25;Dans le nan euh à côté du travail j'allais à côté du travail j'ai le Starbucks derrière mon travail c'est mes potes.;
Nawal7_220618.TextGrid;Youssef;3095.74;17;Ça veut dire que je pouvais aller prendre tous les matins mon chocolat chaud avec des cookies.;
Nawal7_220618.TextGrid;Youssef;3100.31;1;Ouais.;
Nawal7_220618.TextGrid;Youssef;3103.05;1;Après.;
Nawal7_220618.TextGrid;Youssef;3104.68;13;Ouais non je vais pas rester cloitré mais là c'est le début.;
Nawal7_220618.TextGrid;Youssef;3110.02;20;Je savais que j'allais remonter moi je savais que j'a- qu'on allait remonter sur Paris à décembre.;
Nawal7_220618.TextGrid;Youssef;3115.23;14;Je voulais pas me faire des potes pour une semaine remonter une semaine vas-y.;
Nawal7_220618.TextGrid;Youssef;3119.65;19;Je préfère attendre pet- petit à petit et je suis pas quelqu'un qui malgré que je sois sociable.;
Nawal7_220618.TextGrid;Youssef;3125.31;20;Je suis pas quelqu'un qui vais qui vais euh parler comme ça avec quelqu'un dans la rue ou.;
Nawal7_220618.TextGrid;Youssef;3130.75;49;Tu vois si je me retrouve dans une situation où  je peux me permettre de parler avec une personne ou parce que il y a une personne qui m'a qui m'a aguiché pour me demander quelque chose je vais lui dire désolé je suis pas du coin.;
Nawal7_220618.TextGrid;Youssef;3142.60;0;;
Nawal7_220618.TextGrid;Youssef;3143.51;36;Ça peut peut-être engager une conversation ah x excuses-moi mais tu ah tu viens d'où dans la je viens de Paris et tout ça même moi je découvre le quartier je suis t- comme toi.;
Nawal7_220618.TextGrid;Youssef;3151.78;52;Ah ben vas-y on va découvrir ensemble tu vois c'est c'est une situation où tu vas peut-être te faire un pote mais je pourrais pas moi aller parler à une personne même pour demander une rue ou je sais pas quoi j'irai j- je préfère me démerder@s tout seul.;
Nawal7_220618.TextGrid;Youssef;3165.38;22;Donc euh après voilà c'est pas que je suis pas sociable mais c'est dur de se faire de nouveaux potes.;
Nawal7_220618.TextGrid;Youssef;3171.88;35;Comme ça il te faut une situation par exemple tu es à l'école tu peux te permettre de te faire de nouveaux potes parce que tous les jours tu vas côtoyer ou au boulot.;
Nawal7_220618.TextGrid;Youssef;3181.13;13;Ouais tu es inscrit dans un club de foot euh à un moment.;
Nawal7_220618.TextGrid;Youssef;3185.64;5;Ouais un p- à moitié.;
Nawal7_220618.TextGrid;Youssef;3188.78;8;A moitié parce que ça peut être éphémère.;
Nawal7_220618.TextGrid;Youssef;3191.66;38;Ça peut être éphémère ça peut par exemple un groupe qui joue au foot tu vas les recroiser mais tu vas pas accrocher  tu vas voir déjà juste en fonction du jeu que tu aimes pas la personne.;
Nawal7_220618.TextGrid;Youssef;3203.17;18;Parce que elle elle joue trop collectif elle elle fait trop de chichis et elle reproche aux autres.;
Nawal7_220618.TextGrid;Youssef;3208.21;12;Et là je vais pas m'entendre avec des personnes comme ça.;
Nawal7_220618.TextGrid;Youssef;3211.77;26;Mais va après quand je vais bien m'installer et que j- je serai je sais je serai là pour un bon moment et tout ça.;
Nawal7_220618.TextGrid;Youssef;3218.92;5;C'est parti pour découvrir.;
Nawal7_220618.TextGrid;Youssef;3220.88;6;C'est faut se lancer euh.;
Nawal7_220618.TextGrid;Youssef;3224.83;10;Ouais je vais je vais pas m'ennuyer chez Lorette@a.;
Nawal7_220618.TextGrid;Youssef;3228.78;23;J'attends la fin du ramadan un petit verre ou deux avec elle vlam je vais à la plage je suis parti hein.;
Nawal7_220618.TextGrid;Youssef;3234.29;35;Et je m'en fais des amis et des copines nan mais même je vais sortir en boite et tout ça ici je vais j'aime pas les boites mais je suis en vacances là.;
Nawal7_220618.TextGrid;Youssef;3243.19;25;Donc je peux me permettre d'aller c'est ce que je disais la dernière fois on a eu cette discussion avec ton ton frère.;
Nawal7_220618.TextGrid;Youssef;3248.92;10;Il me dit mais tu vas où quand tu sors ?;
Nawal7_220618.TextGrid;Youssef;3252.45;21;Ben je lui dis moi j'aime pas les boites je suis pas quelqu'un que tu vas retrouver en boite.;
Nawal7_220618.TextGrid;Youssef;3256.98;13;Avec mes potes avec mes potes je suis parti une fois en boite.;
Nawal7_220618.TextGrid;Youssef;3260.63;20;Pour l'anniversaire à mon pote le kabyle le kabyle là que dont je t'avais parlé pour l'enregistrement.;
Nawal7_220618.TextGrid;Youssef;3266.18;5;Ouais aïe j'étais défoncé.;
Nawal7_220618.TextGrid;Youssef;3269.24;5;J'étais défoncé sous alcool.;
Nawal7_220618.TextGrid;Youssef;3272.28;33;J'avais trop bu on a bu trop vite mais c'était marrant mais j'aime pas parce que c'est une histoire où tu vas vite te t- disputer avec des mecs@s.;
Nawal7_220618.TextGrid;Youssef;3280.28;62;Tu vas prendre ta bouteille tu vas la casser sur la tête d'un mec@s on va te virer  tu vas t- tu vas vouloir draguer une meuf@s il y a un mec@s qui venir faire le sauvage devant toi   il va aboyer comme un chien  c'est ma meuf@s  qu'est-ce tu fais  wouah doucement je lui ai demandé l'heure.;
Nawal7_220618.TextGrid;Youssef;3298.35;65;Qu'est ce tu viens m'agresser je lui ai demandé l'heure mon vieux euh après tu vas t'embrouiller avec lui il va te pousser tu vas le pousser au final tu as bu un verre dans ta bouteille que tu as payée deux cents euros et tu te fais virer et quand on te vire on te vire pas avec ta bouteille.;
Nawal7_220618.TextGrid;Youssef;3312.60;53;Tu as payé deux cent euros tu les perds dedans et on te vire j'aime pas les boites je préfère me retrouver avec mes potes@s dans un appart@s ou ou dans sur les quais ou à République euh  que dans une boite dans une boite xx je ne suis pas une sardine.;
Nawal7_220618.TextGrid;Youssef;3327.72;22;Ouais même entre nous euh ben j'ai des potes qui rappent donc euh  et je m'occupe un peu d'eux.;
Nawal7_220618.TextGrid;Youssef;3335.28;21;Je m'occupe de leur euh  ben même mon petit frère il rappe je sais pas si tu le savais Ilyes@a.;
Nawal7_220618.TextGrid;Youssef;3343.44;1;Ouais.;
Nawal7_220618.TextGrid;Youssef;3344.78;8;Ilyes@a il rappe je m'occupe de lui.;
Nawal7_220618.TextGrid;Youssef;3347.43;2;Il rappe.;
Nawal7_220618.TextGrid;Youssef;3348.80;6;Du rap Non il rappe euh.;
Nawal7_220618.TextGrid;Youssef;3352.26;1;Ouais.;
Nawal7_220618.TextGrid;Youssef;3353.78;1;De.;
Nawal7_220618.TextGrid;Youssef;3355.28;16;Tu t'entendras vraiment le langage des jeunes j'ai un son en plus de lui.;
Nawal7_220618.TextGrid;Youssef;3359.95;6;Ouais je te le ferai écouter.;
Nawal7_220618.TextGrid;Youssef;3363.79;26;Là lui il est jeune encore il a il a que quatorze ans hein il va bientôt avoir quinze euh là dans un mois même pas.;
Nawal7_220618.TextGrid;Youssef;3371.46;16;Donc euh il est jeune il peut pas rapper de de il rappe il s'amuse.;
Nawal7_220618.TextGrid;Youssef;3377.73;25;Là c'est juste pour s'amuser il a pas assez de vécu pour se permettre de raconter quelque chose ou faire une morale ou.;
Nawal7_220618.TextGrid;Youssef;3383.83;15;Ou raconter un vécu parce qu'il a pas vraiment de vécu à son âge.;
Nawal7_220618.TextGrid;Youssef;3388.82;25;Bien sûr ouais ouais pas vraiment parce que tu t'écoutes du rap de Kery James c'est de la langue de Molière Kery James.;
Nawal7_220618.TextGrid;Youssef;3398.01;25;Kery James je sais pas si t- tu tu te renseigneras tu regarderas sur youtube je te ferai voir je te regarde montrais des vidéos.;
Nawal7_220618.TextGrid;Youssef;3404.32;8;Mais lui il manie la langue de Molière.;
Nawal7_220618.TextGrid;Youssef;3407.40;16;La langue de Molière il la manie il il la tartine sur une sur une baguette.;
Nawal7_220618.TextGrid;Youssef;3412.67;8;Il rappe euh il s'exprime comme Molière.;
Nawal7_220618.TextGrid;Youssef;3417.00;7;Et il te dit de vraies choses.;
Nawal7_220618.TextGrid;Youssef;3419.92;24;Ouais ben c'est le genre de mec@s il a fait une bourse c'est le premier rappeur à avoir fait une bourse scolaire.;
Nawal7_220618.TextGrid;Youssef;3426.76;24;A et à chaque élève euh qui peut bénéficier de cette ah euh bourse il débourse euh plus de deux mille cinq cents euros.;
Nawal7_220618.TextGrid;Youssef;3436.79;4;Pour son année scolaire.;
Nawal7_220618.TextGrid;Youssef;3441.00;2;Donc euh.;
Nawal7_220618.TextGrid;Youssef;3443.64;2;C'est.;
Nawal7_220618.TextGrid;Youssef;3449.85;17;Et oui je disais que donc je m'occupais de mes potes dans le rap parce que.;
Nawal7_220618.TextGrid;Youssef;3455.36;33;Non moi je rappe pas mais je m'occupe de eux je m'occupe de leurs séquences au studio c'est moi qui les ai fait enregistrer c'est moi qui les ai.;
Nawal7_220618.TextGrid;Youssef;3463.53;38;C'est moi qui les ai pouss- pas poussés parce que ils rappent depuis longtemps mais ils aient ils avaient une petite envie de pas de percer mais ils avaient une petite envie de faire les choses bien.;
Nawal7_220618.TextGrid;Youssef;3475.34;10;Parce que ils rappaient entre eux euh derrière un Iphone.;
Nawal7_220618.TextGrid;Youssef;3479.56;38;Mais tu une fois que tu sais rapper et quand tu rappes tu que tu vois que t'as beaucoup de gens qui apprécient tu as donne toi les moyens d'aller au studio parce que ça te.;
Nawal7_220618.TextGrid;Youssef;3489.22;18;Pour un plaisir personnel et si imagine ben voilà maintenant euh moi je te pousse à faire ça.;
Nawal7_220618.TextGrid;Youssef;3501.54;1;Moi.;
Nawal7_220618.TextGrid;Youssef;3502.38;29;Un chanteur euh un chanteur que j'ai bien aimé ouais j'ai un rappeur que j'ai bien aimé que j'ai bien aimé je dis parce que.;
Nawal7_220618.TextGrid;Youssef;3511.43;11;Euh nan nan nan c'est un comorien c'est Rohff.;
Nawal7_220618.TextGrid;Youssef;3517.87;4;Ouais Rohff j'ai.;
Nawal7_220618.TextGrid;Youssef;3519.62;16;J'ai v- j'ai beaucoup apprécié maintenant j'aime plus trop ce qu'il fait.;
Nawal7_220618.TextGrid;Youssef;3523.45;13;Parce que il a changé c'est plus le même rap qu'avant.;
Nawal7_220618.TextGrid;Youssef;3527.60;58;Avant c'était un rap euh c'était un rap de ghetto c'était un rap euh c'était  un chien ah tu avais envie de t'en sortir et tu rappais tout ce que tu avais dans le ventre avec toute la rage que t'avais ben tu la sortais voilà il sortait la rage du ghetto.;
Nawal7_220618.TextGrid;Youssef;3545.65;22;Tu sentais que c'était le ghetto et qu'il euh qu'il en avait marre qu'il voulait sortir du ghetto.;
Nawal7_220618.TextGrid;Youssef;3551.34;22;Et il racontait des trucs du ghetto donc j'aimais bien le rap avant maintenant il a changé il rappe plus les.;
Nawal7_220618.TextGrid;Youssef;3558.86;14;Ah eh après il a il est vrai- il a succombé à l'argent.;
Nawal7_220618.TextGrid;Youssef;3562.81;5;L'argent ça rend fou.;
Nawal7_220618.TextGrid;Youssef;3569.53;1;Alonzo.;
Nawal7_220618.TextGrid;Youssef;3570.63;5;Alonzo aussi qui est comorien.;
Nawal7_220618.TextGrid;Youssef;3574.05;10;Ouais c'est ouais les deux c'est des comoriens.;
Nawal7_220618.TextGrid;Youssef;3576.72;16;Il fait partie de la Psy quatre de la rime Alonzo un groupe de comoriens aussi.;
Nawal7_220618.TextGrid;Youssef;3589.86;23;Bien sûr bien sûr et t- euh je te dirais même que des jeunes se s'inspirent du du langage de des rappeurs.;
Nawal7_220618.TextGrid;Youssef;3599.82;1;Ouais.;
Nawal7_220618.TextGrid;Youssef;3602.15;12;Euh il y a pleins de mots que on a utilisé euh.;
Nawal7_220618.TextGrid;Youssef;3607.00;8;Qui qu'on a écouté dans le rap.;
Nawal7_220618.TextGrid;Youssef;3610.06;9;C'est attends je vais te donner un exemple.;
Nawal7_220618.TextGrid;Youssef;3613.83;8;Que je réfléchisse juste à une musique euh.;
Nawal7_220618.TextGrid;Youssef;3618.49;1;Euh.;
Nawal7_220618.TextGrid;Youssef;3621.74;3;Patate de forain@s.;
Nawal7_220618.TextGrid;Youssef;3623.64;3;Patate de forain@s.;
Nawal7_220618.TextGrid;Youssef;3625.98;8;Je t'ai mis une patate de forain@s.;
Nawal7_220618.TextGrid;Youssef;3628.79;10;Ça veut dire je t'ai mis une grosse patate@s.;
Nawal7_220618.TextGrid;Youssef;3632.05;25;Euh les gens ils disaient euh ben c'était un rappeur c'était Seth Gueko qui chantait patate de rou- euh pa- patate de forain@s.;
Nawal7_220618.TextGrid;Youssef;3640.22;37;Ouais beaucoup beaucoup après il y a pleins de petits termes que tu as u- qu'on qu'on a entendu dans le rap et qu'on a réutilisé euh par exemple voilà un exemple concret starfuckeuse@s.;
Nawal7_220618.TextGrid;Youssef;3651.46;16;Starfuckeuse@s c'est comme une michtoneuse@s je ne sais si tu sais ce que c'est.;
Nawal7_220618.TextGrid;Youssef;3655.37;12;Euh fille super t- super euh artificielle tu vois les filles euh.;
Nawal7_220618.TextGrid;Youssef;3662.12;9;Matérialistes euh qui des star- des starfuckeuses@s des michtoneuses@s;
Nawal7_220618.TextGrid;Youssef;3668.29;16;Ouais les michtoneuse@s c'était dans les ouais c'est c'est Rohff qui chantait ça.;
Nawal7_220618.TextGrid;Youssef;3674.68;9;Oh nan pas maintenant parce que ça a changé.;
Nawal7_220618.TextGrid;Youssef;3678.56;3;C'est vulguaire.;
Nawal7_220618.TextGrid;Youssef;3680.20;6;Maintenant c'est vulguaire comme x.;
Nawal7_220618.TextGrid;Youssef;3682.73;11;Juste pour l'enregistrement xx ah on appelle ça une pute@s.;
Nawal7_220618.TextGrid;Youssef;3687.30;14;On appelle ça maintenant on appelle ça une pute@s ou une putain@s ouais carrément.;
Nawal7_220618.TextGrid;Youssef;3693.86;26;Ben la plupart du temps si c'est ça maintenant de nos jours si c'est que  il y en a beaucoup  elles offrent leur corps.;
Nawal7_220618.TextGrid;Youssef;3704.25;3;Pour un sac.;
Nawal7_220618.TextGrid;Youssef;3705.80;46;Qui vaut neuf cents euros vas-y peut-être mille quatre mais tu donnes ton corps pour un sac tu donnes ton corps pour une paire parce que la semelle elle est rouge une paire de Louboutin elle coûte mille cinq cents euros elle va donner son corps.;
Nawal7_220618.TextGrid;Youssef;3719.89;80;Parce que le mec@s il a déposé quinze x bouteilles de champagne sur un ta- en boite la bouteille elle vaut il a la p- il a pris des grosses bouteilles vas-y il en a pris cinq il a pas pris des bouteilles à deux cents il a pris des bouteilles à huit cents euros et  huit cents euros on t'arrange parce que là je te ramène dans une boite il y a des bouteilles à deux mille euros.;
Nawal7_220618.TextGrid;Youssef;3737.80;17;Tu vois elles sont grandes comme ça et tout ça et tu poses trois bouteilles comme ça.;
Nawal7_220618.TextGrid;Youssef;3742.35;29;Bah là tu vas voir toutes les michtoneuses@s toutes ces putes@s qui viennent parce qu'il y a de l'argent elles sentent l'argent elles voient l'argent.;
Nawal7_220618.TextGrid;Youssef;3749.90;23;Le mec il a une Hublot une montre qui vaut dix mille euros il a une chemise Burberry elle coûte neuf cents balles@s.;
Nawal7_220618.TextGrid;Youssef;3757.79;22;Il a le dernier Iphone cinq S il a un autre Galaxy S cinq euh il a une xxx dans la poche.;
Nawal7_220618.TextGrid;Youssef;3766.07;18;Ben la plupart c'est soit ils vendent de la drogue soit c'est des fils à papa.;
Nawal7_220618.TextGrid;Youssef;3770.40;5;Et des fils à maman@s.;
Nawal7_220618.TextGrid;Youssef;3773.18;15;Oh il y en a beaucoup là re- et ça s'appelle la jeunesse dorée.;
Nawal7_220618.TextGrid;Youssef;3776.97;6;Ouais il y en a énormément.;
Nawal7_220618.TextGrid;Youssef;3779.43;8;Pour ceux de dans même dans le vingtième.;
Nawal7_220618.TextGrid;Youssef;3782.33;22;Attends mais tu sais que juste à coté de chez moi dans le vngtième il y a des maisons à un million.;
Nawal7_220618.TextGrid;Youssef;3788.78;3;Ouais La Campagne.;
Nawal7_220618.TextGrid;Youssef;3790.38;27;C'est des c'est une zone une toute petite zone pavillonnaire une toute petite zone pavillonnaire et tu as des maisons a un million deux millions.;
Nawal7_220618.TextGrid;Youssef;3799.73;4;J'ai xx nan.;
Nawal7_220618.TextGrid;Youssef;3801.98;25;Il y a j'ai j'ai un petit de mon euh du quartier qui habite là-bas il parle langage des jeunes et tout ça.;
Nawal7_220618.TextGrid;Youssef;3808.82;9;Parce qu'il côtoie les jeunes de la cité.;
Nawal7_220618.TextGrid;Youssef;3815.80;9;Mais j'en connais nan j'en connais un.;
Nawal7_220618.TextGrid;Youssef;3819.43;5;Même tu le vois euh.;
Nawal7_220618.TextGrid;Youssef;3822.63;4;Il s'appelle Jean@a.;
Nawal7_220618.TextGrid;Youssef;3825.63;10;Plaqué sur le côté euh t- tu vois les cheveux.;
Nawal7_220618.TextGrid;Youssef;3830.22;9;Nan pire que Stromae c'est le petit Nicolas.;
Nawal7_220618.TextGrid;Youssef;3835.73;5;Tu vois le petit Nicolas ?;
Nawal7_220618.TextGrid;Youssef;3837.29;8;Marcher droit euh il va te parler euh.;
Nawal7_220618.TextGrid;Youssef;3842.56;22;Il va te parler langage de jeune mais langage de jeune avec un accent de de pur souche français pur souche wesh@s.;
Nawal7_220618.TextGrid;Youssef;3853.09;3;Comment ça va ?;
Nawal7_220618.TextGrid;Youssef;3854.96;2;Tu vois.;
Nawal7_220618.TextGrid;Youssef;3856.14;12;Qu'est ce que tu racontes alors ah mais bessahtek@s la coupe.;
Nawal7_220618.TextGrid;Youssef;3860.38;16;Mais vraiment hein tu vois il va te parler euh on dirait il a un suppositoire.;
Nawal7_220618.TextGrid;Youssef;3864.27;12;Bloqué comme le dit Lorette@a il a un suppositoire bloqué au bout.;
Nawal7_220618.TextGrid;Youssef;3872.11;2;Eh ouais.;
Nawal7_220618.TextGrid;Youssef;3875.33;4;Ah ouais bien sûr.;
Nawal7_220618.TextGrid;Youssef;3876.86;14;Bien sûr mais ils mais mais ils mais ils se moquent pas devant lui.;
Nawal7_220618.TextGrid;Youssef;3881.84;42;Parce que eh c'est c'est le genre de petit français qui il va il va culpabiliser il il va se sentir rejeté il va rester chez lui à se morfondre et on a pas envie de le voir comme ça.;
Nawal7_220618.TextGrid;Youssef;3894.14;57;C'est peut-être pas ienb@s nan puisque nous on a du coeur on est pas on a beau on a beau venir de quartiers de je sais pas quoi on est pas des genres de mecs@s du qua- nos grands à l'ancienne ils faisaient la hagra@s nous on a moi personnellement j'ai jamais accepté ça.;
Nawal7_220618.TextGrid;Youssef;3908.33;29;Ça m'est déjà arrivé d'en faire parce que euh j'ai été con@s on a tous été cons@s on fait tous des conneries@s quand on est jeune.;
Nawal7_220618.TextGrid;Youssef;3915.61;79;Mais maintenant je sais c'est quelque chose que tu voilà je l'ai fait j'en ai payé je l'ai payée ce que j'ai fait la hagra@s que j'ai dû f- que j'ai mise je l'ai repayée on a voulu me voler on je me suis battu j'ai fait des accidents et je l'ai payé parce que j'ai fait de la hagra@s c'est normal c'est pour ça qu-.;
Nawal7_220618.TextGrid;Youssef;3932.91;6;Dans le quartier même ailleurs hein.;
Nawal7_220618.TextGrid;Youssef;3935.97;12;Bien sûr parce que j'étais j'étais jeune j'étais con@s.;
Nawal7_220618.TextGrid;Youssef;3939.34;10;Je réfléchissais pas tout xxx je réfléchissais pas comme maintenant.;
Nawal7_220618.TextGrid;Youssef;3944.06;89;C'était un kif@s sur le moment ou parce que j'avais envie de manger ben vas-y j'allais au j'allais au tennis j'allais au club du tennis je me posais je faisais comme si je kiffais@s comment ils jouaient ah vous jouez trop bien mais en fait je suis à côté et comme le petit arabe et ben j'ai pris le téléphone je suis parti au foyer des noirs je l'ai vendu pour cinquante euros je me suis pris mon grec@s et tout ça.;
Nawal7_220618.TextGrid;Youssef;3965.08;58;Pour euh parce que j'avais faim pour en fait le grec@s j'ai pu faire ça mais voilà t'es con@s tu grandis dans une cité euh t- tu réfléchis pas après voilà quand tu as la chance de tu vois quand tu grandis dans une cité que tu as la chance de pouvoir t'en sortir.;
Nawal7_220618.TextGrid;Youssef;3980.79;54;Parce que même si j'habite dans une cité je traine pas tr- énormement dans m- dans ma cité et quand je suis dans la cité ouais au jour d'aujourd'hui quand je suis dans ma cité je suis avec les grands je suis avec les personnes les plus grandes de mon quartier.;
Nawal7_220618.TextGrid;Youssef;3995.53;37;Ouais il y en a ils ont pas de situation hein euh il y en a ils ont pas de situation ils grattent le RSA euh ils te grattent des clopes@s ils te grattent de l'argent.;
Nawal7_220618.TextGrid;Youssef;4003.62;35;Ils te grattent un café tous les matins ils te grattent ils te demandent hein tous les matins et il y avait c'est plus et pourtant il a le double de ton âge hein.;
Nawal7_220618.TextGrid;Youssef;4010.76;19;Ça veut dire tu pourrais te permettre de lui dire normalement c'est toi qui doit me le payer.;
Nawal7_220618.TextGrid;Youssef;4014.77;51;Mais bon après c'est un grand donc par respect tu dis rien et tu lui dis nan parce que ça te fait chier@s parce que tu lui passes une clope@s souvent et que au bout d'un moment ben c'est bon frère c'est bon il y a plus.;
Nawal7_220618.TextGrid;Youssef;4027.14;2;Tu vois.;
Nawal7_220618.TextGrid;Youssef;4030.48;1;Dis-moi.;
Nawal7_220618.TextGrid;Youssef;4039.01;15;Ben entre nous au jour d'aujourd'hui je me sens plus algérien que français.;
Nawal7_220618.TextGrid;Youssef;4043.77;10;Parce que j'ai mon passeport algérien dans ma sacoche.;
Nawal7_220618.TextGrid;Youssef;4047.12;11;Ah et je me trimballe avec toujours avec mon passeport algérien.;
Nawal7_220618.TextGrid;Youssef;4051.87;3;Parce que je .;
Nawal7_220618.TextGrid;Youssef;4056.05;85;J'ai mes papiers français j'ai mon permis j'ai ma pièce d'identité j'ai ma carte bancaire j'ai ma carte vitale j'ai tout ce qu'il faut mais je me sens pas français parce que au jour d'aujourd hui je grandis avec euh j'ai grandis et je je le subis au jour le jour tous les jours encore à Montpellier ça va parce que c'est très mixte même sur Paris c'est mixte mais mais tu vis.;
Nawal7_220618.TextGrid;Youssef;4076.46;8;Tu vis tu vis avec des regards braqués.;
Nawal7_220618.TextGrid;Youssef;4080.32;47;Oui à Paris on te craint tu as une tête d'arabe t'as une barbe là je me suis rasé tu as vu la barbe que j'avais avant voilà et ben ma barbe  elle faisait peur aux gens  je marche à côté d'un mec@s.;
Nawal7_220618.TextGrid;Youssef;4094.71;32;Il a un téléphone plus pété@s qu- il est plus pété@s que le mien son téléphone il est vraiment khiné@s son téléphone c'est un vieux téléphone Samsung zaama@s il est tactile.;
Nawal7_220618.TextGrid;Youssef;4104.60;8;Il croit il a un téléphone allah allah@s.;
Nawal7_220618.TextGrid;Youssef;4108.55;17;Zaama@s je marche à côté de lui et en plus je crois que j'avais ce keffieh.;
Nawal7_220618.TextGrid;Youssef;4112.47;39;Maintenant c- Palestine maintenant je marche et tout ça il voit ma barbe il voit le keffieh hala alya@s il range son téléphone mais moi je vois ça j'ai darka@s je rigole direct et je vais le voir.;
Nawal7_220618.TextGrid;Youssef;4126.34;18;Sur Paris je me sens à l'aise et je m'en fous je vais voir les gens.;
Nawal7_220618.TextGrid;Youssef;4129.39;23;Et je lui dis écoute-moi bien espèce de petit con@s regarde j'ai un Iphone cinq S j'ai une tablette Ipad aussi.;
Nawal7_220618.TextGrid;Youssef;4138.02;44;J'ai une montre je m'habille bien j'ai de la marque j'ai de l'argent sur moi tu crois je vais te voler ton vieux téléphone qui coûte cent euros j'en ai un à six cents euros dans la main.;
Nawal7_220618.TextGrid;Youssef;4146.83;4;Arrête d'avoir peur.;
Nawal7_220618.TextGrid;Youssef;4148.60;75;x euh je marche à côté d'une mère ou d'une daronne@s comme on dit chez je marche à côté d'une daronne@s elle va prendre son sac comme ça tu vois alors qu'il était comme ça et ben elle va le mettre juste en dessous ç- elle a regardé que j'ai elle a vu que j'étais en train de marcher mais qu'est-ce que je vais te voler ton sac ?;
Nawal7_220618.TextGrid;Youssef;4163.76;14;Tu sais pas mais c- j'ai ton salaire en espèce dans ma poche.;
Nawal7_220618.TextGrid;Youssef;4167.73;12;Elle touche mille quatre cents euros je les avais dans ma poche.;
Nawal7_220618.TextGrid;Youssef;4170.63;17;Dans la sacoche il y a mille quatre il y avait plus de mille quatre cents euros.;
Nawal7_220618.TextGrid;Youssef;4174.13;39;Elle pense que j'allais voler parce que j'ai une tête d'arabe et que je fais peur j'ai une cicatrice je te promets sur Paris tu vis avec beaucoup de il y a beaucoup de clichés.;
Nawal7_220618.TextGrid;Youssef;4183.95;3;Enormément de clichés.;
Nawal7_220618.TextGrid;Youssef;4187.44;22;Cicatrice sur la tête on peut penser que je me suis battu et que je me suis mangé un coup de couteau.;
Nawal7_220618.TextGrid;Youssef;4192.94;9;On pense jamais que je me suis fait accidenter.;
Nawal7_220618.TextGrid;Youssef;4195.76;9;On pense jamais qu'une voiture m'a tapé.;
Nawal7_220618.TextGrid;Youssef;4197.91;11;On pense que je me suis mangé un coup de couteau.;
Nawal7_220618.TextGrid;Youssef;4201.55;9;Euh j'ai les mains cicatrisées de partout aussi.;
Nawal7_220618.TextGrid;Youssef;4205.40;17;Han accidents de la vie mais les gens ils pensent que c'est quand je me battais.;
Nawal7_220618.TextGrid;Youssef;4209.69;27;Bah certes ouais j'en ai des traces où j- c'est une trace parce que j'ai une dent qui est restée bloquée sur la peau.;
Nawal7_220618.TextGrid;Youssef;4215.46;1;Mais.;
Nawal7_220618.TextGrid;Youssef;4216.69;56;Ouais j'ai frappé des gens parce que on me frappe c'est des bagarres en fait voilà c'est une bagarre en plus ça je m'en souviens très bien c'est que j'étais avec des potes@s et des copines avec ma meuf@s j'étais même avec ma soeur ma petite ma grande soeur.;
Nawal7_220618.TextGrid;Youssef;4228.50;3;Euh n- Farida@a.;
Nawal7_220618.TextGrid;Youssef;4232.09;15;Et euh  et j'étais avec ma meuf@s aussi et tout ça avec des potes@s.;
Nawal7_220618.TextGrid;Youssef;4237.34;11;Et des mec@s comme ça au Trocadéro hein dans le seizième.;
Nawal7_220618.TextGrid;Youssef;4241.75;83;Des mecs@s comme ça ils parlaient avec les meufs@s avec qui on était c'est vr- quel genre de manque de respect et en plus c'est d- c'est vraiment un un manque de respect parce que ce qu'il disait à la meuf@s en plus je voulais pas me battre parce que la meuf@s je l'aimais pas comment dire comme euh je t- tu vois les meufs@s dont je te parlais et ben elle c'était la meuf@s la michtoneuse@s.;
Nawal7_220618.TextGrid;Youssef;4259.73;31;Je voulais pas me battre pour elle tu vois mais après vas-y mon pote@s il s'est embrouillé moi tellement j'étais joyeux regarde j'avais un pote sur mes épaules.;
Nawal7_220618.TextGrid;Youssef;4267.19;13;Il avait des enceintes d'Iphone on mettait du son et je marchais.;
